city,project,country,state,province,link,slug,id
Olympia,Thurston County,United States of America,Washington,,https://www.inaturalist.org/projects/city-nature-challenge-2026-thurston-county-wa,city-nature-challenge-2026-thurston-county-wa,274800.0
Prayagraj,Prayagraj,India,,Uttar Pradesh,https://www.inaturalist.org/projects/city-nature-challenge-2026-prayagraj-uttar-pradesh,city-nature-challenge-2026-prayagraj-uttar-pradesh,277168.0
Tokyo,Tokyo,Japan,,Tokyo,https://www.inaturalist.org/projects/city-nature-challenge-2026-tokyo,city-nature-challenge-2026-tokyo,274413.0
Torino,Torino,Italy,,Piedmont,https://www.inaturalist.org/projects/city-nature-challenge-2026-torino,city-nature-challenge-2026-torino,270819.0
Toronto,Toronto and GTA,Canada,,Ontario,https://www.inaturalist.org/projects/city-nature-challenge-2026-toronto-and-gta,city-nature-challenge-2026-toronto-and-gta,266402.0
Trento,Comune di Trento,Italy,,Trentino,https://www.inaturalist.org/projects/city-nature-challenge-2026-trento-cluster-biodiversita-italia,city-nature-challenge-2026-trento-cluster-biodiversita-italia,278407.0
Raleigh,Triangle Area,United States of America,North Carolina,,https://www.inaturalist.org/projects/city-nature-challenge-2026-triangle-area,city-nature-challenge-2026-triangle-area,263993.0
Tshwane,City of Tshwane,South Africa,,Gauteng,https://www.inaturalist.org/projects/city-nature-challenge-2026-tshwane,city-nature-challenge-2026-tshwane,270028.0
Visalia,Tulare County,United States of America,California,,https://www.inaturalist.org/projects/city-nature-challenge-2026-tulare-county,city-nature-challenge-2026-tulare-county,270179.0
Tulsa,Tulsa Metro Area,United States of America,Oklahoma,,https://www.inaturalist.org/projects/city-nature-challenge-2026-tulsa-metro-area,city-nature-challenge-2026-tulsa-metro-area,272794.0
Tyler,Tyler/East Texas,United States of America,Texas,,https://www.inaturalist.org/projects/city-nature-challenge-2026-tyler-east-texas,city-nature-challenge-2026-tyler-east-texas,265272.0
Uherské hradiště,Uherskohradišťsko,Czech Republic,,Uherské Hradiště,https://www.inaturalist.org/projects/city-nature-challenge-2026-uherskohradistsko,city-nature-challenge-2026-uherskohradistsko,278416.0
Salt Lake City,Utah's Wasatch,United States of America,Utah,,https://www.inaturalist.org/projects/city-nature-challenge-2026-utah-s-wasatch,city-nature-challenge-2026-utah-s-wasatch,270285.0
Uzhhorod,Uzhhorod,Ukraine,,Zakarpattia,https://www.inaturalist.org/projects/city-nature-challenge-2026-uzhhorod,city-nature-challenge-2026-uzhhorod,274837.0
Vanduzi,Vanduzi,Mozambique,,Manica,https://www.inaturalist.org/projects/city-nature-challenge-2026-vanduzi,city-nature-challenge-2026-vanduzi,274490.0
Varaždin,Varaždinska županija,Croatia,,Varaždinska županija,https://www.inaturalist.org/projects/city-nature-challenge-2026-varazdinska-zupanija,city-nature-challenge-2026-varazdinska-zupanija,264423.0
Veselí nad Moravou,Veselsko,Czech Republic,,Jihomoravsky Kraj / Zlinsky Kraj,https://www.inaturalist.org/projects/city-nature-challenge-2026-veselsko,city-nature-challenge-2026-veselsko,266146.0
Villa Rica,Villa Rica,United States of America,Georgia,,https://www.inaturalist.org/projects/city-nature-challenge-2026-villa-rica-west-georgia,city-nature-challenge-2026-villa-rica-west-georgia,273974.0
Vinnytsia,City Nature Challenge 2026: Vinnytsia,Ukraine,,Vinnytsia,https://www.inaturalist.org/projects/city-nature-challenge-2026-vinnytsia,city-nature-challenge-2026-vinnytsia,274938.0
Wakefield,Virginia Pinelands,United States of America,Virginia,,https://www.inaturalist.org/projects/city-nature-challenge-2026-virginia-pinelands,city-nature-challenge-2026-virginia-pinelands,269095.0
Volodymyr,Volodymyr,Ukraine,,Volyn,https://www.inaturalist.org/projects/city-nature-challenge-2026-volodymyr,city-nature-challenge-2026-volodymyr,274584.0
Deland,Volusia County,United States of America,Florida,,https://www.inaturalist.org/projects/city-nature-challenge-2026-volusia-county,city-nature-challenge-2026-volusia-county,248101.0
Vyshhorod,Vyshhorod Hromada,Ukraine,,Kyiv,https://www.inaturalist.org/projects/city-nature-challenge-2026-vyshhorod-hromada,city-nature-challenge-2026-vyshhorod-hromada,274824.0
Waikato,Waikato,New Zealand,,Waikato,https://www.inaturalist.org/projects/city-nature-challenge-2026-waikato,city-nature-challenge-2026-waikato,273629.0
Wakkerstroom,Wakkerstroom,South Africa,,Mpumalanga,https://www.inaturalist.org/projects/city-nature-challenge-2026-wakkerstroom,city-nature-challenge-2026-wakkerstroom,268926.0
Huntsville,Walker & Trinity County,United States of America,Texas,,https://www.inaturalist.org/projects/city-nature-challenge-2026-walker-trinity-county-texas,city-nature-challenge-2026-walker-trinity-county-texas,264365.0
Joseph,Wallowa County,United States of America,Oregon,,https://www.inaturalist.org/projects/city-nature-challenge-2026-wallowa-county,city-nature-challenge-2026-wallowa-county,268402.0
Warsaw,Warsaw,Poland,,Warsaw,https://www.inaturalist.org/projects/city-nature-challenge-2026-warsaw,city-nature-challenge-2026-warsaw,
Warwickshire,"Warwickshire, Coventry and Solihull",England,,Warwickshire,https://www.inaturalist.org/projects/city-nature-challenge-2026-warwickshire-coventry-and-solihull,city-nature-challenge-2026-warwickshire-coventry-and-solihull,265839.0
Washington DC,Washington DC Metro Area,United States of America,"Maryland, Virginia, Washington, D.C.",,https://www.inaturalist.org/projects/city-nature-challenge-2026-washington-dc-metro-area,city-nature-challenge-2026-washington-dc-metro-area,270274.0
Waterberg,Waterberg,South Africa,,Limpopo,https://www.inaturalist.org/projects/city-nature-challenge-2026-waterberg,city-nature-challenge-2026-waterberg,275020.0
Welland,Welland,Canada,,Ontario,https://www.inaturalist.org/projects/city-nature-challenge-2026-welland,city-nature-challenge-2026-welland,270067.0
Riebeek-Kasteel,Weskus,South Africa,,Western Cape,https://www.inaturalist.org/projects/city-nature-challenge-2026-weskus,city-nature-challenge-2026-weskus,274733.0
Grand Rapids,West Michigan,United States of America,Michigan,,https://www.inaturalist.org/projects/city-nature-challenge-2026-west-michigan,city-nature-challenge-2026-west-michigan,266374.0
Amherst,Western Mass,United States of America,Massachusetts,,https://www.inaturalist.org/projects/city-nature-challenge-2026-western-mass,city-nature-challenge-2026-western-mass,274042.0
Asheville,Western NC,United States of America,North Carolina,,https://www.inaturalist.org/projects/city-nature-challenge-2026-western-nc,city-nature-challenge-2026-western-nc,265092.0
Wichita Falls,"Wichita Falls, Texas - Rolling Plains TMN Region",United States of America,Texas,,https://www.inaturalist.org/projects/city-nature-challenge-2026-wichita-falls-texas-rolling-plains-chapter-tmn-region,city-nature-challenge-2026-wichita-falls-texas-rolling-plains-chapter-tmn-region,265695.0
Wien,Wien,Austria,,Wien,https://www.inaturalist.org/projects/city-nature-challenge-2026-wien,city-nature-challenge-2026-wien,264285.0
Wildcoast Pondoland,Wildcoast Pondoland,South Africa,,Eastern Cape,https://www.inaturalist.org/projects/city-nature-challenge-2026-wildcoast-mpondoland-d60e5bb6-c27d-4f0b-9818-ae1c05358cd2,city-nature-challenge-2026-wildcoast-mpondoland-d60e5bb6-c27d-4f0b-9818-ae1c05358cd2,277298.0
Brattleboro,Windham County,United States of America,Vermont,,https://www.inaturalist.org/projects/city-nature-challenge-2026-windham-county-vt,city-nature-challenge-2026-windham-county-vt,273290.0
Windhoek,Windhoek,Namibia,,Khomas,https://www.inaturalist.org/projects/city-nature-challenge-2026-windhoek,city-nature-challenge-2026-windhoek,273073.0
Worcester,Worcester,United States of America,Massachusetts,,https://www.inaturalist.org/projects/city-nature-challenge-2026-worcester,city-nature-challenge-2026-worcester,269057.0
Yilan,Yilan-Hualien,Taiwan,,Taiwan,https://www.inaturalist.org/projects/city-nature-challenge-2026-yilan-hualien,city-nature-challenge-2026-yilan-hualien,272359.0
Yokohama,Yokohama,Japan,,Kanagawa,https://www.inaturalist.org/projects/city-nature-challenge-2026-yokohama-japan,city-nature-challenge-2026-yokohama-japan,274430.0
York,York,England,,North Yorkshire,https://www.inaturalist.org/projects/city-nature-challenge-2026-york,city-nature-challenge-2026-york,272933.0
York,"York, Pennsylvania",United States of America,Pennsylvania,,https://www.inaturalist.org/projects/city-nature-challenge-2026-york-pennsylvania,city-nature-challenge-2026-york-pennsylvania,267471.0
Zadar,Zadarska županija,Croatia,,Zadarska županija,https://www.inaturalist.org/projects/city-nature-challenge-2026-zadarska-zupanija,city-nature-challenge-2026-zadarska-zupanija,271691.0
Grad Zagreb,Grad Zagreb,Croatia,,Grad Zagreb,https://www.inaturalist.org/projects/city-nature-challenge-2026-zagreb,city-nature-challenge-2026-zagreb,264422.0
Zaporizhzhia,Zaporizhzhia,Ukraine,,Zaporizhzhia,https://www.inaturalist.org/projects/city-nature-challenge-2026-zaporizhzhia,city-nature-challenge-2026-zaporizhzhia,274552.0
Zapotiltic,"Zapotiltic, México",Mexico,,Jalisco,https://www.inaturalist.org/projects/city-nature-challenge-2026-zapotiltic-jal,city-nature-challenge-2026-zapotiltic-jal,274745.0
Zavala,Zavala,Mozambique,,Inhambane,https://www.inaturalist.org/projects/city-nature-challenge-2026-zavala,city-nature-challenge-2026-zavala,274478.0
Zhytomyr,Zhytomyr,Ukraine,,Zhytomyr,https://www.inaturalist.org/projects/city-nature-challenge-2026-zhytomyr,city-nature-challenge-2026-zhytomyr,274695.0
Zihuatanejo,Ixtapa Zihuatanejo,Mexico,,Guerrero,https://www.inaturalist.org/projects/city-nature-challenge-2026-zihuatanejo,city-nature-challenge-2026-zihuatanejo,272313.0
Richards Bay,"Zululand area (King Cetshwayo District, KwaZulu-Natal, Umkhanyakude District Municipality, NL, ZA)",South Africa,,KwaZulu-Natal,https://www.inaturalist.org/projects/city-nature-challenge-2026-zululand,city-nature-challenge-2026-zululand,270043.0
Zvenyhorodka,Zvenyhorodka,Ukraine,,Cherkasy,https://www.inaturalist.org/projects/city-nature-challenge-2026-zvenyhorodka,city-nature-challenge-2026-zvenyhorodka,274570.0
Blois,Blois - Agglopolys,France,,REGION CENTRE VAL DE LOIRE,https://www.inaturalist.org/projects/defi-nature-urbaine-2026-agglopolys,defi-nature-urbaine-2026-agglopolys,
Pune,Pune,India,,Maharashtra,https://www.inaturalist.org/projects/city-nature-challenge-2026-pune,city-nature-challenge-2026-pune,272758.0
Rajgir,"Rajgir, Nalanda",India,,Bihar,https://www.inaturalist.org/projects/city-nature-challenge-2026-rajgir-nalanda,city-nature-challenge-2026-rajgir-nalanda,267395.0
Merthyr,Glamorgan,Wales,,Wales,https://www.inaturalist.org/projects/city-nature-challenge-her-byd-natur-y-ddinas-2026-glamorgan,city-nature-challenge-her-byd-natur-y-ddinas-2026-glamorgan,275923.0
Green Bay,Northeast Wisconsin,United States of America,Wisconsin,,https://www.inaturalist.org/projects/city-nature-challenge-northeasast-wisconsin-2026,city-nature-challenge-northeasast-wisconsin-2026,
Fort Myers,"Lee County, Florida",United States of America,Florida,,https://www.inaturalist.org/projects/city-nature-challenge-southwest-florida-florida-2026,city-nature-challenge-southwest-florida-florida-2026,
Tuxtla Gutiérrez,Tuxtla Gutierrez,Mexico,,Chiapas,https://www.inaturalist.org/projects/city-nature-challenge-tuxtla-gutierrez-chiapas-mx,city-nature-challenge-tuxtla-gutierrez-chiapas-mx,
Loreto,Municipio de Loreto,Mexico,,Baja California Sur,https://www.inaturalist.org/projects/cnc-2025-reto-naturalista-urbano-loreto-7f582677-96b7-4cd2-88ba-3b678599cc71,cnc-2025-reto-naturalista-urbano-loreto-7f582677-96b7-4cd2-88ba-3b678599cc71,
Agiabampo,Agiabampo,Mexico,,Sonora,https://www.inaturalist.org/projects/cnc-2026-agiabampo-sonora,cnc-2026-agiabampo-sonora,
Bigastro,Bigastro,Spain,,Alicante,https://www.inaturalist.org/projects/cnc-2026-bigastro,cnc-2026-bigastro,264580.0
Brookings,Brookings County,United States of America,South Dakota,,https://www.inaturalist.org/projects/cnc-2026-brookings-county-south-dakota,cnc-2026-brookings-county-south-dakota,
Orihuela,Comarca de la Vega Baja del Río Segura,Spain,,Alicante,https://www.inaturalist.org/projects/cnc-2026-comarca-de-la-vega-baja-del-rio-segura,cnc-2026-comarca-de-la-vega-baja-del-rio-segura,268065.0
Crevillent,Crevillent I Espais Naturals,Spain,,Comunitat Valenciana,https://www.inaturalist.org/projects/cnc-2026-crevillent-i-espais-naturals,cnc-2026-crevillent-i-espais-naturals,265354.0
Funes,Funes,Argentina,,Santa Fe,https://www.inaturalist.org/projects/cnc-2026-desafio-funes,cnc-2026-desafio-funes,274945.0
Rosario,Rosario,Argentina,,Santa Fe,https://www.inaturalist.org/projects/cnc-2026-desafio-rosario,cnc-2026-desafio-rosario,275408.0
Mar del Plata,Mar del Plata / Mar Chiquita,Argentina,,Buenos Aires,https://www.inaturalist.org/projects/cnc-2026-mar-del-plata-mar-chiquita,cnc-2026-mar-del-plata-mar-chiquita,264263.0
Jacksonville,Northeast Florida,United States of America,Florida,,https://www.inaturalist.org/projects/cnc-2026-northeast-florida,cnc-2026-northeast-florida,278798.0
Rayagada,Rayagada,India,,Odisha,https://www.inaturalist.org/projects/city-nature-challenge-2026-rayagada,city-nature-challenge-2026-rayagada,273568.0
Copalita-Huatulco,Copalita-Huatulco,Mexico,,Oaxaca,https://www.inaturalist.org/projects/copalita-huatulco-oaxaca-cnc-2026,copalita-huatulco-oaxaca-cnc-2026,
Granby,Granby,Canada,,Quebec,https://www.inaturalist.org/projects/defi-nature-en-ville-granby-2026,defi-nature-en-ville-granby-2026,268529.0
Strasbourg,Ville et Eurométropole de Strasbourg,France,,Alsace,https://www.inaturalist.org/projects/defi-nature-urbaine-2026-ville-et-eurometropole-de-strasbourg,defi-nature-urbaine-2026-ville-et-eurometropole-de-strasbourg,267929.0
Lekoko,Lekoko,Gabon,,Haut Ogooue,https://www.inaturalist.org/projects/defit-nature-urbain-2026-lekoko,defit-nature-urbain-2026-lekoko,190261.0
Bragança,Bragança,Brazil,,Pará,https://www.inaturalist.org/projects/desafio-da-natureza-urbana-2026-braganca-pa-brasil,desafio-da-natureza-urbana-2026-braganca-pa-brasil,268617.0
Vitória,Grande Vitória,Brazil,,Espírito Santo,https://www.inaturalist.org/projects/desafio-da-natureza-urbana-2026-grande-vitoria-es-brasil,desafio-da-natureza-urbana-2026-grande-vitoria-es-brasil,270317.0
Sinop,Sinop,Brazil,,Mato Grosso,https://www.inaturalist.org/projects/desafio-da-natureza-urbana-2026-sinop-mt,desafio-da-natureza-urbana-2026-sinop-mt,270170.0
Arinos,Arinos/Minas Gerais/BR,Brazil,,Minas Gerais,https://www.inaturalist.org/projects/desafio-mundial-da-natureza-urbana-2026-arinos-mg-brasil,desafio-mundial-da-natureza-urbana-2026-arinos-mg-brasil,270292.0
Belo Horizonte,Belo Horizonte e Região Metropolitana,Brazil,,Minas Gerais,https://www.inaturalist.org/projects/desafio-mundial-da-natureza-urbana-2026-belo-horizonte-e-regiao-metropolitana,desafio-mundial-da-natureza-urbana-2026-belo-horizonte-e-regiao-metropolitana,266239.0
Brasília e Região,Brasília e Região,Brazil,,Distrito Federal,https://www.inaturalist.org/projects/desafio-mundial-da-natureza-urbana-2026-brasilia-e-regiao-brasil,desafio-mundial-da-natureza-urbana-2026-brasilia-e-regiao-brasil,270115.0
Carangola,Carangola,Brazil,,Minas Gerais,https://www.inaturalist.org/projects/desafio-mundial-da-natureza-urbana-2026-carangola,desafio-mundial-da-natureza-urbana-2026-carangola,
Congonhas,Congonhas - MG,Brazil,,Minas Gerais,https://www.inaturalist.org/projects/desafio-mundial-da-natureza-urbana-2026-congonhas-minas-gerais,desafio-mundial-da-natureza-urbana-2026-congonhas-minas-gerais,274304.0
Porto Alegre,Região Metropolitana de Porto Alegre,Brazil,,Rio Grande do Sul,https://www.inaturalist.org/projects/desafio-mundial-da-natureza-urbana-2026-grande-porto-alegre-rs-brasil,desafio-mundial-da-natureza-urbana-2026-grande-porto-alegre-rs-brasil,269995.0
Rio de Janeiro,"Grande Rio e Baía de Guanabara, RJ",Brazil,,Rio de Janeiro,https://www.inaturalist.org/projects/desafio-mundial-da-natureza-urbana-2026-grande-rio-e-baia-de-guanabara-rj-brasil,desafio-mundial-da-natureza-urbana-2026-grande-rio-e-baia-de-guanabara-rj-brasil,273035.0
Iguatu,Iguatu,Brazil,,Ceará,https://www.inaturalist.org/projects/desafio-mundial-da-natureza-urbana-2026-iguatu-ce,desafio-mundial-da-natureza-urbana-2026-iguatu-ce,274809.0
Santa Teresa,Santa Teresa,Brazil,,Espírito Santo,https://www.inaturalist.org/projects/desafio-mundial-da-natureza-urbana-2026-santa-teresa,desafio-mundial-da-natureza-urbana-2026-santa-teresa,272620.0
Pirassununga,USP Pirassununga,Brazil,,São Paulo,https://www.inaturalist.org/projects/desafio-mundial-da-natureza-urbana-2026-usp-pirassununga,desafio-mundial-da-natureza-urbana-2026-usp-pirassununga,274889.0
Quito,Quito,Ecuador,,Pichincha,https://www.inaturalist.org/projects/desafio-naturaleza-urbana-2026-descubre-quito-biodiverso,desafio-naturaleza-urbana-2026-descubre-quito-biodiverso,274557.0
Blumenau,Mesorregião Vale do Itajaí,Brazil,,Santa Catarina,https://www.inaturalist.org/projects/dnu2026-mesorregiao-vale-do-itajai-sc-brasil,dnu2026-mesorregiao-vale-do-itajai-sc-brasil,270062.0
Dos Bocas,Dos Bocas,Mexico,,Tabasco,https://www.inaturalist.org/projects/dos-bocas-tabasco-cnc-2026,dos-bocas-tabasco-cnc-2026,
Huesca,Huesca,Spain,,Huesca,https://www.inaturalist.org/projects/expedicionarios-cnc-2026-primus-ct-huesca,expedicionarios-cnc-2026-primus-ct-huesca,265084.0
Eureka,Humboldt County,United States of America,California,,https://www.inaturalist.org/projects/humboldt-county-city-nature-challenge,humboldt-county-city-nature-challenge,
Manado,Manado,Indonesia,,North Sulawesi,https://www.inaturalist.org/projects/jelajah-alam-kota-manado,jelajah-alam-kota-manado,
Kincardine,Municipality of Kincardine,Canada,,Ontario,https://www.inaturalist.org/projects/kincardine-city-nature-challenge-2026-e689fb4f-7810-4f4b-9802-8c7dc73d6fc3,kincardine-city-nature-challenge-2026-e689fb4f-7810-4f4b-9802-8c7dc73d6fc3,
Laguna de Términos,Laguna de Términos,Mexico,,Campeche,https://www.inaturalist.org/projects/laguna-de-terminos-campeche-cnc-206,laguna-de-terminos-campeche-cnc-206,
Morgantown,Morgantown Region,United States of America,West Virginia,,https://www.inaturalist.org/projects/morgantown-region-city-nature-challenge,morgantown-region-city-nature-challenge,
Chuquisaca,Chuquisaca,Bolivia,,Chuquisaca,https://www.inaturalist.org/projects/reto-ciudad-naturaleza-2026-chuquisaca-cnc,reto-ciudad-naturaleza-2026-chuquisaca-cnc,274190.0
La Paz,Reto Ciudad Naturaleza La Paz 2026,Bolivia,,La Paz,https://www.inaturalist.org/projects/reto-ciudad-naturaleza-2026-la-paz-cnc,reto-ciudad-naturaleza-2026-la-paz-cnc,273609.0
Santa Cruz,Santa Cruz,Bolivia,,Santa Cruz,https://www.inaturalist.org/projects/reto-ciudad-naturaleza-2026-santa-cruz,reto-ciudad-naturaleza-2026-santa-cruz,265398.0
Trinidad,Trinidad,Bolivia,,Beni,https://www.inaturalist.org/projects/reto-ciudad-naturaleza-2026-trinidad-cnc,reto-ciudad-naturaleza-2026-trinidad-cnc,272806.0
Berriozabal,Berriozábal,Mexico,,Berriozábal / Chiapas,https://www.inaturalist.org/projects/reto-naturalista-2026-berriozabal-chiapas,reto-naturalista-2026-berriozabal-chiapas,266713.0
Berriozábal,Berriozábal,Mexico,,Berriozabal,https://www.inaturalist.org/projects/reto-naturalista-2026-berriozabal-chiapas,reto-naturalista-2026-berriozabal-chiapas,266713.0
Caicedo,"Caicedo, Antioquia, Colombia",Colombia,,Antioquia,https://www.inaturalist.org/projects/reto-naturalista-2026-caicedo-antioquia,reto-naturalista-2026-caicedo-antioquia,272788.0
Valle de Aburrá,Valle de Aburrá,Colombia,,Antioquia,https://www.inaturalist.org/projects/reto-naturalista-2026-valle-de-aburra,reto-naturalista-2026-valle-de-aburra,265090.0
Cali,Cali,Colombia,,Valle del Cauca,https://www.inaturalist.org/projects/reto-naturalista-cali-2026,reto-naturalista-cali-2026,
Municipio de Playa del Carmen antes Solidaridad,Playa del Carmen,Mexico,,Quintana Roo,https://www.inaturalist.org/projects/reto-naturalista-primavera-2026-playa-del-carmen-q-roo-mexico,reto-naturalista-primavera-2026-playa-del-carmen-q-roo-mexico,266299.0
Ayacucho,Ayacucho,Peru,,Ayacucho,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-ayacucho-pe,reto-naturalista-urbano-2026-ayacucho-pe,264459.0
Estado de Hidalgo,Estado de Hidalgo,Mexico,,Hidalgo,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-biodiversidad-de-hidalgo,reto-naturalista-urbano-2026-biodiversidad-de-hidalgo,274517.0
Caracas,Caracas,Venezuela,,Distrito Capital-Miranda,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-caracas-venezuela,reto-naturalista-urbano-2026-caracas-venezuela,269976.0
Catemaco,Catemaco,Mexico,,Veracruz,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-catemaco-veracruz-mx,reto-naturalista-urbano-2026-catemaco-veracruz-mx,265348.0
Cuenca,"Reto Naturalista Urbano 2026, Cuenca, Ec",Ecuador,,Azuay,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-cuenca-ec,reto-naturalista-urbano-2026-cuenca-ec,274314.0
Culiacán,Culiacán,Mexico,,Sinaloa,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-culiacan-sinaloa,reto-naturalista-urbano-2026-culiacan-sinaloa,265011.0
Eldorado,Eldorado,Mexico,,Sinaloa,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-eldorado-sinaloa,reto-naturalista-urbano-2026-eldorado-sinaloa,265274.0
Guasave,Guasave,Mexico,,Sinaloa,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-guasave-sinaloa,reto-naturalista-urbano-2026-guasave-sinaloa,265164.0
Jardín,Jardín,Colombia,,Antioquia,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-jardin,reto-naturalista-urbano-2026-jardin,270576.0
La Paz,La Paz,Mexico,,Baja California Sur,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-la-paz-b-c-s-mx,reto-naturalista-urbano-2026-la-paz-b-c-s-mx,263986.0
Lima,Lima,Peru,,Lima,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-lima-pe,reto-naturalista-urbano-2026-lima-pe,264155.0
Los Cabos,"Los Cabos, BCS",Mexico,,Baja California Sur,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-los-cabos-b-c-s-mx,reto-naturalista-urbano-2026-los-cabos-b-c-s-mx,274807.0
Municipio de Mulegé,Municipio de Mulegé,Mexico,,Baja California Sur,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-mulege-b-c-s-mx,reto-naturalista-urbano-2026-mulege-b-c-s-mx,264224.0
San Andres Tuxtla,San Andres Tuxtla,Mexico,,Veracruz,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-san-andres-tuxtla-veracruz-mx,reto-naturalista-urbano-2026-san-andres-tuxtla-veracruz-mx,265347.0
Tacna,Tacna / Tacna,Peru,,Tacna,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-tacna-pe,reto-naturalista-urbano-2026-tacna-pe,279008.0
Puerto Maldonado,Tambopata,Peru,,Tambopata,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-tambopata-pe,reto-naturalista-urbano-2026-tambopata-pe,271177.0
Tecámac,"Reto Naturalista Urbano Tecámac, Estado de México",Mexico,,Tecámac/Estado de México,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-tecamac-edomex,reto-naturalista-urbano-2026-tecamac-edomex,275375.0
Texcoco de Mora,Texcoco de Mora,Mexico,,Estado de México,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-texcoco-de-mora,reto-naturalista-urbano-2026-texcoco-de-mora,266621.0
Tijuana,Tijuana,Mexico,,Baja California,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-tijuana,reto-naturalista-urbano-2026-tijuana,269190.0
Ixtapaluca,Ixtapaluca,Mexico,,Estado de México,https://www.inaturalist.org/projects/reto-naturalista-urbano-ixtapaluca-2026,reto-naturalista-urbano-ixtapaluca-2026,274652.0
Zona Metropolitana del Valle de Toluca,Zona Metropolitana del Valle de Toluca,Mexico,,Estado de México,https://www.inaturalist.org/projects/reto-naturalista-urbano-primavera-2026-zona-metropolitana-del-valle-de-toluca,reto-naturalista-urbano-primavera-2026-zona-metropolitana-del-valle-de-toluca,274882.0
Yurimaguas,Yurimaguas,Peru,,Loreto - Alto Amazonas,https://www.inaturalist.org/projects/reto-naturalista-urbano-yurimaguas-2026,reto-naturalista-urbano-yurimaguas-2026,269533.0
Sisal,Sisal,Mexico,,Yucatan,https://www.inaturalist.org/projects/sisal-yucatan-cnc-2026,sisal-yucatan-cnc-2026,
Trinitapoli,Zone Umide di Capitanata e foce del fiume Ofanto,Italy,,Puglia/Italia,https://www.inaturalist.org/projects/trinitapoli-city-nature-challenge-2026-cluster-biodiversita-italia,trinitapoli-city-nature-challenge-2026-cluster-biodiversita-italia,
Salem,Salem,India,,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-2026-salem,city-nature-challenge-2026-salem,277759.0
Silchar,Southern Assam,India,,Assam,https://www.inaturalist.org/projects/city-nature-challenge-2026-southern-assam,city-nature-challenge-2026-southern-assam,275142.0
Surat,Surat,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-2026-surat-gujarat,city-nature-challenge-2026-surat-gujarat,279504.0
Ventura,Ventura County,United States of America,California,,https://www.inaturalist.org/projects/cnc-ventura-county-2026,cnc-ventura-county-2026,275058.0
Eugene,"Eugene, Oregon",United States of America,Oregon,,https://www.inaturalist.org/projects/city-nature-challenge-2026-eugene-oregon,city-nature-challenge-2026-eugene-oregon,279494.0
Brisbane,Southeast Queensland,Australia,,Queensland,https://www.inaturalist.org/projects/city-nature-challenge-2026-brisbane,city-nature-challenge-2026-brisbane,281257.0
"City of Niagara Falls, Canada","City of Niagara Falls, Canada",Canada,,Ontario,https://www.inaturalist.org/projects/2026-city-of-niagara-falls-city-nature-challenge,2026-city-of-niagara-falls-city-nature-challenge,272773.0
"Burk's Falls, Ontario",Almaguin Highlands,Canada,,Ontario,https://www.inaturalist.org/projects/almaguin-highlands-city-nature-challenge-2026,almaguin-highlands-city-nature-challenge-2026,278966.0
Klinča Sela,Klinča Sela,Croatia,,Croatia,https://www.inaturalist.org/projects/city-nature-challenge-2026-klinca-sela-jasterbarsko,city-nature-challenge-2026-klinca-sela-jasterbarsko,276380.0
Tiruchirappalli,Tiruchirappalli,India,,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-2026-tiruchirappalli,city-nature-challenge-2026-tiruchirappalli,264058.0
KRISHNAGIRI,KRISHNAGIRI,India,,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-cnc-2026-krishnagiri-district,city-nature-challenge-cnc-2026-krishnagiri-district,278581.0
Dhanbad,Dhanbad,India,,Jharkhand,https://www.inaturalist.org/projects/city-nature-challenge-2026-dhanbad,city-nature-challenge-2026-dhanbad,276597.0
Las Vegas,Clark County,United States of America,Nevada,,https://www.inaturalist.org/projects/city-nature-challenge-2026-clark-county-nv,city-nature-challenge-2026-clark-county-nv,
Thane,Thane,India,,Maharashtra,https://www.inaturalist.org/projects/city-nature-challennge-2026-thane,city-nature-challennge-2026-thane,279047.0
Udaipur,Udaipur,India,,Rajasthan,https://www.inaturalist.org/projects/cnc-biodiversity-workshop-udaipur-2026,cnc-biodiversity-workshop-udaipur-2026,278872.0
